text,true_label,pred_classical,prob_classical,pred_bert,prob_bert,conf_classical,conf_bert,correct_classical,correct_bert,word_count
fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck,1,0,0.1090924332768662,0,0.015489375218749,0.8909075667231338,0.984510624781251,False,False,1
anybody just let me know i m here to listen and meet new people,1,0,0.3760113906581223,0,0.4165585935115814,0.6239886093418777,0.5834414064884186,False,False,14
i think i ll try tonight i ll go on a late night walk and accidentally trip in front of a car that way if i fail i won t have to deal with all the shit,1,0,0.2331177119955451,0,0.0088836569339036,0.7668822880044549,0.9911163430660964,False,False,37
so here i am at a baby shower only person i know is the expectant mom sitting at a table by myself i hate event like this,1,0,0.3310531416785194,0,0.005458096973598,0.6689468583214806,0.994541903026402,False,False,27
haven t had one in awhile took med still nothing helped,1,0,0.46163369625358,0,0.0008592525846324,0.53836630374642,0.9991407474153676,False,False,11
just a motivational quote,1,0,0.0988612603514095,0,0.0086959982290863,0.9011387396485905,0.9913040017709137,False,False,4
we are doing free personalised moon reading comment me if you re interested,1,0,0.1913812727935011,0,0.001399922883138,0.8086187272064989,0.998600077116862,False,False,13
i need friend i am so sad and lonely please help,1,0,0.3523130295643504,0,0.0040023401379585,0.6476869704356496,0.9959976598620415,False,False,11
i really need to fcking end it i can t take it anymore here,1,1,0.6579762142429995,0,0.0024587537627667,0.6579762142429995,0.9975412462372333,True,False,14
i am sorry i could not make it until june i have tried i am not strong enough this school is too unforgiving i am sorry,1,0,0.2243950808066044,0,0.00150422740262,0.7756049191933956,0.99849577259738,False,False,26
anybody 0 year old and up in south florida that want to talk,1,0,0.4727282675208932,0,0.0008580543799325,0.5272717324791067,0.9991419456200675,False,False,13
i try to play video game but just quit immediately and the same thing happens with my guitar i just can t do either one,1,0,0.2456156205335457,0,0.4106890559196472,0.7543843794664543,0.5893109440803528,False,False,25
my last post goodbye,1,0,0.2393654259700167,0,0.0007306446786969,0.7606345740299834,0.9992693553213031,False,False,4
i feel a since covid hit my life turned upside down almost nothing brings joy anymore and nothing is interesting,1,1,0.7917718416941673,0,0.0015974501147866,0.7917718416941673,0.9984025498852134,True,False,20
i ve given up,1,0,0.1632607055333199,0,0.1305662542581558,0.83673929446668,0.8694337457418442,False,False,4
even the most basic task are super difficult to do this is most likely going to be my final week on this shitty planet and it s most certainly going to be my final post,1,0,0.3280453990871964,0,0.1420430839061737,0.6719546009128037,0.8579569160938263,False,False,35
